"raw_name","n_states","n_years","first_year","last_year","n_appearances"
"Tamdeen Youth Foundation",1,3,2013,2017,3
"Taoussa Integrated Development Project",1,3,2015,2017,3
"Taybah Foundation for Development",1,3,2018,2020,3
"TECNiCAFÉ",1,3,2018,2020,3
"Tele Liban",1,3,2005,2007,3
"Terrasos",1,3,2018,2020,3
"Terre des Hommes Basel",1,3,2018,2020,3
"The Fred Hollows Foundation",1,3,2006,2008,3
"The Hague Institute for Innovation of Law",1,3,2013,2015,3
"The Mitchell Group, Inc.",1,3,2018,2020,3
"The New Humanitarian",1,3,2018,2020,3
"The Sudd Institute",1,3,2017,2019,3
"The Voice of Libyan Women",1,3,2013,2015,3
"Tierra Patria",1,3,2018,2020,3
"Timbuktu Renaissance",1,3,2017,2019,3
"Trade Facilitation Office Canada",1,3,2017,2019,3
"Triodos Facet",1,3,2012,2014,3
"TTC Mobile",1,3,2014,2016,3
"TTEC",1,3,2007,2009,3
"Tugwanyubunebwe Pre-Cooperative",1,3,2017,2019,3
"Tugwizumuceri Federation",1,3,2013,2015,3
"TwoWings Private Foundation",1,3,2016,2018,3
"U Thant House",1,3,2018,2020,3
"UAE Water Aid Foundation",3,1,2016,2016,3
"Ujamaa Africa Na Watoto Wenye Haki Initiative",1,3,2018,2020,3
"Ujamaa Na Watoto WenyaHaki Initiative",1,3,2018,2020,3
"Umbrella Facility for Gender Equality",1,3,2018,2020,3
"UN Multi-Partner Trust Fund Office",3,1,2011,2011,3
"UN Post-Conflict Multi-Partner Trust Fund for Colombia",1,3,2016,2019,3
"Una scuola per Giuliano Lever",1,3,2014,2016,3
"União das Cidades Capitais Luso-Afro-Américo-Asiaticas",1,3,2009,2011,3
"Union Burundaise des Journalistes",1,3,2013,2015,3
"Union des Societes Cooperatives ""Cezin"" des Producteurs d'Oleagineux et de Cereales",1,3,2017,2019,3
"Union des Sociétés Coopératives
""Amakéné"" de Tendely",1,3,2014,2016,3
"Union for the Mediterranean",3,1,2016,2016,3
"Union Locale des Producteurs de Cereales de Dioila",1,3,2016,2018,3
"Union Régionale De La Filière Bétail Viande de Sikasso",1,3,2018,2020,3
"Unité de Lutte pour la Santé",1,3,2016,2018,3
"Unite Lebanon Youth Project",1,3,2010,2014,3
"Uniteam International AS",1,3,2005,2008,3
"United Nations Assistance Mission in Somalia",1,3,2017,2020,3
"United Nations Department of Safety and Security",2,3,2011,2018,3
"United Nations Development Programme Emergency Response Division",1,3,2009,2011,3
"United Nations Entity for Gender Equality and the Empowerment of Women",1,3,2017,2019,3
"United Nations Mission in the Central African Republic and Chad",1,3,2008,2010,3
"United Nations Mission in the Sudan",1,3,2006,2008,3
"United Nations Office at Geneva",1,3,2014,2016,3
"United Nations Office for Partnerships",1,3,2015,2017,3
"United Nations Stabilization Mission in Haiti",1,3,2017,2019,3
"United Nations Sustainable Development Group",1,3,2006,2008,3
"United Nations University Institute for Environment and Human Security",1,3,2017,2019,3
"United States Department of State",1,3,2018,2020,3
"Universidad Autónoma Metropolitana",1,3,2014,2016,3
"Universidad ICESI",1,3,2018,2020,3
"Universidad Internacional de Andalucía",1,3,2018,2020,3
"Università Cattolica del Sacro Cuore",1,3,2014,2016,3
"Università degli Studi di Macerata",1,3,2018,2020,3
"Universita Di Bologna - Polo Scientifco DidattIico Di Forli'",1,3,2013,2015,3
"Universitat Jaume I",2,3,2011,2016,3
"Université de Montréal - Unité de santé internationale",1,3,2015,2017,3
"Universite De Montreal Service de L'Admission et du Recrut",1,3,2018,2020,3
"Université de Ouagadougou",1,3,2012,2014,3
"University of Helsinki",1,3,2008,2010,3
"University of Johannesburg",1,3,2018,2020,3
"University of Khartoum",1,3,2018,2020,3
"University of Sierra Leone",1,3,2011,2013,3
"University of Sussex",1,3,2017,2019,3
"Unknown Belgian NGO Group",1,3,2005,2007,3
"Vision Association",1,3,2015,2017,3
"Voices of Somaliland Minority Women Organization",1,3,2013,2016,3
"War Trauma Foundation",1,3,2015,2017,3
"Wereld Waternet",1,3,2017,2019,3
"Wethaq Foundation for Civil Orientation",1,3,2017,2019,3
"White Nile Sugar Company",1,3,2015,2017,3
"White Ribbon Alliance",1,3,2009,2011,3
"Windsor Hospitality",1,3,2016,2018,3
"Women in Journalism Association",1,3,2013,2016,3
"Women Rehabilitation & Development Association",1,3,2013,2016,3
"World Health Organization Regional Office for Africa",1,3,2014,2016,3
"World Hope International",1,3,2010,2013,3
"World Learning Inc.",1,3,2018,2020,3
"Yara Myanmar Limited",1,3,2017,2019,3
"Yemen High Relief Committee",1,3,2015,2018,3
"Yemen Will Triumph Organization",1,3,2017,2019,3
"Youth Leadership Development Foundation",1,3,2017,2019,3
"Zanmi Lasante (Partners In Health)",1,3,2018,2020,3
"ABRwanda",1,2,2006,2007,2
"Abyrint",1,2,2013,2014,2
"ACT UP",1,2,2005,2006,2
"Action Against Hunger Canada",1,2,2017,2018,2
"Action pour la Coopération avec la Micro Entreprise SA",1,2,2018,2020,2
"Action Pour la Protection des Droits de l'Homme",1,2,2010,2013,2
"Action pour le Développement et Contre la Pauvreté au Sahel",1,2,2013,2014,2
"AESCO",1,2,2018,2019,2
"African Centre for Justice and Peace Studies",1,2,2018,2019,2
"African Economic Research Consortium",1,2,2016,2017,2
"African Initiative for Women in Africa",1,2,2014,2015,2
"African Population and Health Research Center",2,1,2020,2020,2
"Agence d’Exécution des Travaux d’Intérêt Public en Centrafrique",1,2,2019,2020,2
"Agence Universitaire de la Francophonie",1,2,2013,2014,2
"Agencia de Desarrollo Local de Nariño",1,2,2017,2020,2
"Agència de Gestió d'Ajuts Universitaris i de Recerca",1,2,2017,2018,2
"Agencia Presidencial para la Acción Social y la Cooperación Internacional",1,2,2019,2020,2
"Agency for Cooperation and Research in Development",2,2,2008,2012,2
"Agricultural Research and Extension Authority",1,2,2012,2013,2
"Ahmad Ghossein",1,2,2013,2014,2
"Ai.Bi. Amici dei Bambini",1,2,2018,2019,2
"Aid, Health and Development Onlus",1,2,2015,2016,2
"Ajialouna",1,2,2019,2020,2
"Aktis Strategy Limited",1,2,2018,2019,2
"Akvo Foundation",1,2,2019,2020,2
"Al-Awn Foundation For Development",1,2,2017,2020,2
"Al-Islah Secondary School Project",1,2,2014,2015,2
"Al-Nahdah Social Association",1,2,2017,2018,2
"Al-Rahma Foundation for Human Development",1,2,2019,2020,2
"Al-Rawdah Hospital",1,2,2015,2016,2
"Al-Shefa a Association for Community Development for Saada Governorate",1,2,2013,2014,2
"Al Haq",2,1,2013,2013,2
"Al Huda Hospital",1,2,2019,2020,2
"Al Qadi Hospitals",1,2,2018,2019,2
"Al Sudaniya Mentoring",1,2,2018,2019,2
"Al Zubair Charity Foundation",1,2,2014,2015,2
"Albany Associates",1,2,2006,2007,2
"Albatros Energy Mali SA",1,2,2019,2020,2
"Aldeamo",1,2,2019,2020,2
"AlGhina Ngo",1,2,2019,2020,2
"Almasheesh for Peace and Development Organization",1,2,2019,2020,2
"Alternative Energy Promotion Centre",1,2,2009,2010,2
"Alternative Society Organisation",1,2,2011,2012,2
"América, España, Solidaridad y Cooperación",1,2,2019,2020,2
"American Association of Airport Executives",1,2,2016,2017,2
"American Hotel Register",1,2,2018,2019,2
"American Near East Refugee Aid",1,2,2011,2017,2
"American President Lines Ltd.",2,1,2020,2020,2
"Andy Benfield Consulting",1,2,2017,2018,2
"Antwerp and Flanders Port Training Center",1,2,2019,2020,2
"Ara Pacis Initiatives for Peace",1,2,2015,2016,2
"Arab Network for Tolerance",1,2,2012,2013,2
"Arab Puppet Theatre Foundation",1,2,2012,2013,2
"Arcidiecezni charita Praha",1,2,2011,2012,2
"ARK International",1,2,2014,2015,2
"Art Factory 961",1,2,2017,2019,2
"ArtCultComposition",1,2,2006,2007,2
"Asociacion Amigos De Mali Danaya",1,2,2013,2014,2
"Asociación Bancaria y de Entidades Financieras de Colombia",1,2,2018,2019,2
"Asociación Col.lectiu d'Educació en Drets Humans i de Prevenció Activa de Conflictes",1,2,2012,2013,2
"Asociación De Productores Del Medio Atrato",1,2,2019,2020,2
"Asociación de Regiones Fronterizas de Europa",1,2,2019,2020,2
"Asociación de Victimas por la Paz y el Desarrollo",1,2,2016,2017,2
"Asociación Demé",1,2,2018,2019,2
"Asociación Expresarte Colombia",1,2,2019,2020,2
"Asociación Mundial para la Ayuda a los Pueblos Necesitados",1,2,2019,2020,2
"Asociación Nacional de Afrocolombianos Desplazados",1,2,2016,2017,2
"Asociación para el Estudio y Conservación de las Aves Acuáticas en Colombia",1,2,2019,2020,2
"Asociación Para Las Investigaciones Culturales del Chocó",1,2,2019,2020,2
"Association Clinique Juridique DEME-SO",1,2,2019,2020,2
"Association d'Aide des Techniciens pour les Personnes Handicapées",1,2,2016,2017,2
"Association des Amis pour le Développement",1,2,2015,2016,2
"Association des enseignantes et des enseignants franco-ontariens",1,2,2008,2009,2
"Association des Femmes en Action pour le Développement de Mont-Organisé",1,2,2019,2020,2
"Association des Veuves et Orphelins de Djikoroni Para",1,2,2013,2014,2
"Association for Assistance to Political Prisoners",1,2,2018,2019,2
"Association for Forests, Development and Conservation",1,2,2012,2018,2
"Association Jeunesse en Marche pour le Développement en Centrafrique",1,2,2017,2018,2
"Association of European Border Regions",1,2,2016,2017,2
"Association pour la Promotion de l'Elevage au Sahel et en Savane",2,1,2020,2020,2
"Association pour la Promotion du Secteur Rural et Urbain",1,2,2013,2015,2
"Association pour le Progres et la Defense des Droits des Femmes",1,2,2013,2015,2
"Association Bonne Semence pour le Developpment et la Paix",1,2,2010,2019,2
"Associazione Il Melograno",1,2,2019,2020,2
"Associazione Pro Terra Sancta",1,2,2016,2017,2
"Associazione Spazio Interiore e Ambiente",1,2,2019,2020,2
"Associzione Monumenta Orientalia",1,2,2012,2013,2
"ASTAD International LLC",1,2,2019,2020,2
"Atlas Relief and Development International",1,2,2018,2019,2
"Australian Foundation for the Peoples of Asia and the Pacific",1,2,2007,2008,2
"Auxfin International",1,2,2019,2020,2
"AVSI Kenya",2,1,2020,2020,2
"AyiboPost",1,2,2019,2020,2
"Azione per un Mondo Unito Onlus",1,2,2015,2016,2
"Babel Theatre",1,2,2009,2010,2
"Bambini Nel Deserto",1,2,2019,2020,2
"Banque ouest africaine de développement",1,2,2017,2018,2
"Båtservice Mandal AS",1,2,2006,2007,2
"Beirut Center For Middle East Studies",1,2,2017,2018,2
"Beit el-Hanane",1,2,2013,2014,2
"Ben Zeila Hospital",1,2,2018,2019,2
"Benchmark Genetics Norway AS",1,2,2019,2020,2
"Beyaz Eller",1,2,2019,2020,2
"Biothermica Technologies Inc.",1,2,2019,2020,2
"Bóthar",1,2,2008,2009,2
"BPR Inc.",1,2,2009,2010,2
"Brabant Water",1,2,2015,2016,2
"Bridderlech Deelen Foundation",2,1,2007,2007,2
"Bridge Consult AS",2,2,2011,2013,2
"Bridgeway Group",1,2,2010,2011,2
"Brookings-Bern",1,2,2018,2019,2
"BTCE S.A.",1,2,2012,2013,2
"CAFICO- Cabinet D'Experts Comptables",1,2,2019,2020,2
"CAI",1,2,2019,2020,2
"Cambi ASA",1,2,2019,2020,2
"Canadian International Demining Corps",1,2,2006,2007,2
"Carabinieri - Italy",1,2,2017,2018,2
"CARE Kenya",1,2,2008,2009,2
"Caritas Centrafrique",1,2,2013,2015,2
"Caritas Salzburg",1,2,2016,2017,2
"Caritas Tirol",1,2,2014,2015,2
"Carlson Sustainable Developments Pty Ltd",1,2,2008,2009,2
"Catholic Commission for Justice and Peace",1,2,2007,2008,2
"Cégep de la Gaspésie et des Iles",1,2,2019,2020,2
"Center for Democracy and Human Rights",1,2,2011,2012,2
"Center for Distance Education for Economic and Technological Development",1,2,2016,2017,2
"Center for Renewable Energy Sources - Greece",1,2,2008,2009,2
"Center for Strategic and International Studies",1,2,2018,2019,2
"Center for Strategic Studies",1,2,2016,2017,2
"Center for Victims of Torture",1,2,2008,2009,2
"Centre d'art d'Haiti",1,2,2017,2018,2
"Centre de Suivi Ecologique",1,2,2015,2017,2
"Centre for Lebanese Studies - University of Cambridge",1,2,2019,2020,2
"Centre Hospitalier de l'Université de Montréal",1,2,2019,2020,2
"Centre International d’Appui au Développement Durable",1,2,2013,2015,2
"Centre on Housing Rights and Evictions",1,2,2008,2009,2
"Centre on International Cooperation",1,2,2010,2011,2
"Centro de Estudios Rurales y Agricultura Internacional",1,2,2017,2020,2
"Centro de Innovación en Tecnogia para el Desarrollo Humano",1,2,2019,2020,2
"Centro di Studi di Politica Internazionale",1,2,2015,2016,2
"CERF(Central Emergency Response Fund)",2,2,2012,2015,2
"CERFADE",1,2,2012,2013,2
"Céu e Terra",1,2,2011,2012,2
"CGIAR",1,2,2005,2006,2
"Chambre Fédérale de Commerce et d'Industrie du Burundi",1,2,2012,2013,2
"Charitable Heart Foundation",1,2,2019,2020,2
"ChildFund Australia",1,2,2006,2007,2
"ChildFund International",1,2,2007,2010,2
"Christian Blind Mission Australia",1,2,2007,2008,2
"Christian Blind Mission Ireland",2,1,2009,2009,2
"Cités Unies Liban",1,2,2017,2020,2
"Citizenship Forum for Democracy and Human Development",1,2,2012,2013,2
"Clean Air Asia",1,2,2009,2010,2
"Cleared Ground Demining",1,2,2010,2011,2
"Clemson University",1,2,2019,2020,2
"Coalition pour le Mali",1,2,2012,2013,2
"Colegio Irabia-Izaga",1,2,2018,2019,2
"Collectif des Centres d'Ecoute Communautaires du Mali",1,2,2013,2014,2
"Colombia Diversa",1,2,2019,2020,2
"Comando generale delle Capitanerie di Porto",1,2,2013,2014,2
"Comisión de Conciliación Nacional",1,2,2019,2020,2
"Comisión Intereclesial de Justicia y Paz",1,2,2019,2020,2
"Comitato Collaborazione Medica",1,2,2018,2019,2
"Comité Interministériel d'Aménagement du Territoire",1,2,2018,2019,2
"Comité PROTOS Haïti",1,2,2019,2020,2
"Commimo",1,2,2019,2020,2
"Commission d'Organisation La Plume et le Pinceau",1,2,2014,2015,2
"Commonwealth Fund for Technical Co-operation",1,2,2005,2006,2
"Community of Jacmel - Spain",1,2,2017,2018,2
"COMOE Chimpanzee Conservation Project",1,2,2017,2018,2
"Compartamos con Colombia",1,2,2018,2019,2
"Computer Simulation & Advanced Research Technologies",1,2,2019,2020,2
"Comunità di Sant'Egidio",1,2,2016,2017,2
"Conferenza Episcopale del Mali",1,2,2019,2020,2
"Conseil Action pour le Développement Local",1,2,2013,2014,2
"Conseil National des Droits de l'Homme",1,2,2013,2017,2
"Conseils et Appui pour l'Éducation à la Base",1,2,2019,2020,2
"Consejería Presidencial para la Equidad de la Mujer",1,2,2016,2019,2
"Conservation Society of Sierra Leone",1,2,2010,2011,2
"Consortium of International Agricultural Research Centers",2,2,2010,2011,2
"Construction of Orphenange Center",1,2,2014,2015,2
"Consulate of Canada to Guinea, in Conakry",1,2,2007,2008,2
"Consumer Unity and Trust Society",1,2,2010,2011,2
"Coopération Humanitaire Luxemburg",1,2,2007,2010,2
"Cooperativa Colanta",1,2,2019,2020,2
"Cooperativa Multiactiva Agropecuaria Regional San Roque Oporapa",1,2,2019,2020,2
"Cooperative D'appui Au Development Des Apiculteurs De Bujumbura",1,2,2016,2017,2
"Coopérative Espoir pour Demain",1,2,2019,2020,2
"Coopérative Simplifiée 'Jaba Sene Ton' des Productrices d'Oignons et Echalotes",1,2,2019,2020,2
"Coordinadora Andaluza de Organizaciones No Gubernamentales para el Desarrollo",1,2,2018,2019,2
"CorpoCampo",1,2,2019,2020,2
"Corporación Andares Ida y Vuelta",1,2,2019,2020,2
"Corporación Andina de Fomento",1,2,2017,2020,2
"Corporación Inversor",1,2,2018,2019,2
"Corporación Solo X Hoy",1,2,2019,2020,2
"CRDF Global",1,2,2019,2020,2
"Creative Alternatives Now International",1,2,2013,2014,2
"Creative Memory of the Syrian Revolution",1,2,2014,2015,2
"Crown Agents",1,2,2019,2020,2
"Cruz Roja Colombiana",1,2,2018,2019,2
"Customs and Monopolies Agency - Italy",1,2,2013,2014,2
"CVJM Altenvoerde",1,2,2014,2015,2
"Dak Organization",1,2,2012,2013,2
"Damascus Center for Human Rights Studies",1,2,2015,2016,2
"Damascus Governorate",1,2,2015,2019,2
"Dansk Folkehjælp",1,2,2017,2018,2
"Dar Al Ajaza Al Islamia Hospital",1,2,2016,2017,2
"Defensoría del Pueblo",1,2,2019,2020,2
"Deltares",1,2,2010,2011,2
"Departamento Administrativo de la Presidencia de la República",1,2,2019,2020,2
"Department of Broadband, Communications and the Digital Economy - Australia",1,2,2005,2006,2
"Department of Communications Information Technology and the Arts - Australia",2,1,2006,2006,2
"Department of Energy and Climate Change - United Kingdom",1,2,2018,2019,2
"Department of Finance - Canada",1,2,2010,2011,2
"Department of Health and Aged Care - Australia",1,2,2007,2008,2
"Department of Infrastructure, Transport, Regional Development and Local Government - Australia",1,2,2007,2008,2
"Department of Innovation, Industry, Science and Research - Australia",1,2,2007,2008,2
"Department of National Parks and Wildlife Conservation",1,2,2009,2010,2
"Department of the Environment, Water, Heritage and the Arts - Australia",1,2,2005,2006,2
"Department of Transportation - United States",1,2,2019,2020,2
"Derandein Fundazioa",1,2,2016,2017,2
"Det norske menneskerettighetsfond",1,2,2019,2020,2
"Development Cooperation and Solidarity",1,2,2008,2009,2
"DevFin Advisers AB",1,2,2017,2018,2
"DGB Concepts Ltd",1,2,2006,2007,2
"Dipartimento di Comunicazione e Ricerca Sociale - Sapienza Universitá di Roma",1,2,2013,2014,2
"Directorate General for Development and Humanitarian Aid - Greece",2,1,2014,2014,2
"Dongbu CNI",1,2,2012,2013,2
"Dopstop",1,2,2008,2009,2
"Duke University",1,2,2019,2020,2
"Dutch Entrepreneurial Development Bank",1,2,2007,2008,2
"DYA",1,2,2012,2013,2
"East Africa Modern Engineering Company",1,2,2019,2020,2
"Eastern Africa Environmental Network",1,2,2009,2010,2
"Easy Logistics",1,2,2011,2012,2
"École Nouvelle Zoranje",1,2,2016,2017,2
"Economic and Social Fund for Development",1,2,2017,2018,2
"ECPAT International",2,1,2019,2019,2
"Educational Research Network for Western and Central Africa",1,2,2012,2013,2
"EFG Hov & Dokka AS",1,2,2011,2012,2
"Elliott Street Consulting Pty Ltd",1,2,2006,2007,2
"Embassy of Canada to Saudi Arabia",1,2,2011,2012,2
"Embassy of Italy in Mogadishu",1,2,2017,2018,2
"Embassy of Qatar in Khartoum",2,2,2019,2020,2
"Embassy of Spain to Cote d'Ivoire",1,2,2016,2017,2
"Embassy of State of Qatar in China",2,1,2020,2020,2
"Embassy of the Republic of Poland in Ankara",1,2,2016,2017,2
"EN-EZ Construction Company",1,2,2019,2020,2
"Energeia AS",1,2,2018,2019,2
"Enjaz Foundation for Development",1,2,2016,2017,2
"Entrena S.A.",1,2,2017,2019,2
"Environmental Foundation for Africa",1,2,2007,2008,2
"EPOS International Mediating and Negotiating Operational Agency",1,2,2014,2015,2
"Equipe Pluridisciplinaire d'Animation de Tombouctou",1,2,2013,2016,2
"ETC Foundation",2,2,2010,2011,2
"ETC International",1,2,2012,2013,2
"EU-LAC Foundation",1,2,2016,2017,2
"European Center for Peace Studies",1,2,2006,2007,2
"European Centre for Development Policy Management",1,2,2005,2006,2
"European Commission Directorate-General for External Relations",1,2,2014,2015,2
"European Committee of the Regions",1,2,2007,2008,2
"European Council of Religious Leaders",1,2,2007,2008,2
"European Council on Foreign Relations",1,2,2018,2019,2
"European Disability Forum",1,2,2011,2012,2
"Evaluar Consultar Y Asesorar A La Economia Solidaria SAS",1,2,2019,2020,2
"Express Travel Group",1,2,2005,2006,2
"Extremadura Center for Studies and Cooperation with Latin America - Spain",1,2,2016,2017,2
"Factoría Cultural Gestión S.L.",1,2,2017,2018,2
