"raw_name","n_states","n_years","first_year","last_year","n_appearances"
"ACCION International",1,3,2017,2019,3
"Accountability Lab",1,3,2018,2020,3
"Acqua per la Vita",1,3,2013,2015,3
"Action Contre la Faim Canada",1,3,2017,2019,3
"Action on Armed Violence",1,3,2012,2014,3
"ActionAid",1,3,2007,2010,3
"Adopsjonsforum",1,3,2008,2010,3
"Advancing Life and Regenerating Motherland",1,3,2018,2020,3
"Africa Youth Development Association",1,3,2016,2018,3
"African Institute for Economic Development and Planning",1,3,2012,2014,3
"African Organisation for Research and Training in Cancer",1,3,2009,2011,3
"Afrique Créative",1,3,2011,2013,3
"Afro-Asiatisches Institut Salzburg",1,3,2006,2008,3
"Aga Khan Foundation",1,3,2014,2016,3
"Agence Ivoirienne de Marketing social",1,3,2013,2015,3
"Agencia Española de Cooperación Internacional para el Desarrollo",1,3,2015,2020,3
"Agencia Presidencial de Cooperación Internacional de Colombia",1,3,2017,2020,3
"AGRHYMET Regional Centre",1,3,2005,2007,3
"Agronomes et Vétérinaires Sans Frontières Haiti",1,3,2018,2020,3
"Ahlouna Association",1,3,2018,2020,3
"Ajuda de Desenvolvimento de Povo para Povo",1,3,2017,2019,3
"Akari Development Association",1,3,2018,2020,3
"Akwaba Trentini",1,3,2014,2016,3
"Al-Alaq Center for Press Services",1,3,2018,2020,3
"Al-Ramah Medical Center",2,2,2014,2015,3
"Al Islah Islamic Association",1,3,2016,2018,3
"Al Safwa Hospital",1,3,2016,2018,3
"Alianza para la Paz",1,3,2018,2020,3
"ALINIHA Self-Managed Association of Kobokoro",1,3,2013,2015,3
"Alliance for Gender Inclusion in the Peace Process",1,3,2018,2020,3
"Alliance pour la Renaissance et l’Emergence de la Centrafrique",1,3,2017,2019,3
"Alola Foundation",1,3,2008,2011,3
"Amel Association",1,3,2012,2015,3
"American Community School, Beirut",1,3,2015,2017,3
"Amici della Sierra Leone onlus",1,3,2013,2015,3
"Amref Health Africa - Canada",1,3,2015,2017,3
"Anergi International",1,3,2013,2015,3
"Apple Inc.",3,2,2017,2018,3
"Arab Center for the Development of the Rule of Law and Integrity",1,3,2016,2018,3
"Arab Forum for Alternatives",1,3,2014,2016,3
"Arab Group for Muslim-Christian Dialogue",1,3,2011,2013,3
"Arbeiderpartiet",1,3,2011,2013,3
"ARCHiNOS Architecture",1,3,2018,2020,3
"Architecture Sans Frontières International",1,3,2017,2020,3
"Arntzen de Besche",2,3,2009,2014,3
"Asian Network for Free Election",1,3,2018,2020,3
"Asociación de Autoridades Indígenas",1,3,2017,2020,3
"Asociación de Autoridades Tradicionales Indígenas Shipia Wayuu",1,3,2016,2019,3
"Asociación de Productores Indígenas y Campesinos",1,3,2018,2020,3
"Asociación de Usuarios del Distrito de Adecuacion de Tierras de Pequena Escala San Miguel De Cariaco",1,3,2014,2016,3
"Asociación Primatológica Colombiana",1,3,2017,2019,3
"Aspen Institute México",1,3,2015,2017,3
"Assembly of First Nations",1,3,2008,2010,3
"Association Ashghalouna",1,3,2016,2020,3
"Association de Lutte Contre la Pauvreté",1,3,2012,2017,3
"Association des Producteurs de Riz de Ninga",1,3,2017,2019,3
"Association les Nouvelles Initiatives au Mali",1,3,2013,2017,3
"Association Pour des Reseaux Educatifs et Culturels Francophones Cote D'Ivoire",1,3,2013,2016,3
"Association Routes du Sud",1,3,2011,2013,3
"Associazione Punto di Partenza",1,3,2018,2020,3
"Associazione Trentina Rete di Servizio",1,3,2011,2014,3
"Associazione UOMO MONDO OdV",1,3,2013,2015,3
"Australian Conservation Foundation",1,3,2006,2008,3
"Australian Council for International Development",1,3,2007,2009,3
"Australian Electoral Commission",1,3,2007,2009,3
"Australian Federal Police",2,2,2005,2006,3
"Austrian Study Centre for Peace and Conflict Resolution",1,3,2017,2019,3
"Bancamía",1,3,2018,2020,3
"Banque de Crédit de Bujumbura",1,3,2008,2010,3
"Barwaaqo Voluntary Organization",1,3,2013,2016,3
"Basmeh & Zeitooneh",1,3,2016,2018,3
"BBC",1,3,2010,2012,3
"BBC World Service Trust",1,3,2007,2010,3
"Ben Yiriwa Women’s Association",1,3,2013,2015,3
"Berri-somal kehitys ry",1,3,2011,2013,3
"BINA Organization",1,3,2018,2020,3
"Blogosfera Producciones Sas",1,3,2016,2018,3
"BlonBa Complexe Culturel",1,3,2011,2013,3
"Bonyan Organization",1,3,2018,2020,3
"Bornefonden",1,3,2018,2020,3
"Bridges-Josour Inc.",1,3,2017,2019,3
"Burma Center Prague",1,3,2018,2020,3
"Cadre de promotion pour la Formation en Photograhie",1,3,2012,2014,3
"Camara Semences SARL",1,3,2018,2020,3
"Canadian Association for Mine and Explosive Ordnance Security",1,3,2005,2007,3
"CARE Danmark",1,3,2018,2020,3
"Caritas Czech Republic",1,3,2016,2018,3
"Caritas Diocese of Bolzano-Brixen",1,3,2016,2018,3
"Carmelitani Scalzi, Mission Chatolica Bozoum",1,3,2016,2019,3
"Casa De La Mujer",1,3,2018,2020,3
"Catharsis",1,3,2012,2014,3
"Catholic Social Action",1,3,2010,2012,3
"Ceasefire & Transitional Security Arrangements Monitoring Mechanism",1,3,2018,2020,3
"Center for Biomaterials - Greece",1,3,2008,2010,3
"Center for International Policy",1,3,2009,2011,3
"Center for Studies and Experimentation in Public Works - Spain",2,2,2012,2016,3
"Centre Chourouk",1,3,2018,2020,3
"CENTRE DE FORMATION EN SANTE D",1,3,2012,2014,3
"Centre for Basic Research",1,3,2018,2020,3
"Centre for Peace and Conflict Studies",1,3,2018,2020,3
"Centre national d'information, d'éducation et de communication pour la santé",1,3,2013,2015,3
"Centre pour le Développement des Bonnes Pratiques en Santé",1,3,2018,2020,3
"Centro de Pensamiento Estratégico Internacional",1,3,2018,2020,3
"CESVI Fondazione",2,2,2019,2020,3
"CEVI",1,3,2016,2018,3
"Childhood Cancer International",1,3,2013,2015,3
"Church World Service",1,3,2010,2012,3
"Civil Rights Defenders",2,2,2019,2020,3
"Climate Technology Centre and Network",3,3,2018,2020,3
"Club Union Africaine Côte d'Ivoire",1,3,2010,2017,3
"CMS Ireland",3,3,2008,2010,3
"Coalition de la société civile pour la paix et le développement démocratique en Côte d'Ivoire",1,3,2010,2013,3
"Coalition de la Société Civile pour le Monitoring Electoral",1,3,2011,2013,3
"Coalition Ivoirienne des Défenseurs des Droits Humains",1,3,2010,2012,3
"Collectif des Femmes du Mali",1,3,2015,2017,3
"Colombia's Presidential Office for Communications",1,3,2016,2018,3
"Comfenalco Antioquia",1,3,2018,2020,3
"Commission des forêts d'Afrique centrale",1,3,2017,2019,3
"Commission Justice et Paix",1,3,2018,2020,3
"Commission Nationale Indépendante des Droits de l'Homme",1,3,2011,2013,3
"Committee for the Reception of Refugees, Secretariat for Equality, Migration and Citizenship - Spain",1,3,2018,2020,3
"Commonwealth Foundation",1,3,2005,2007,3
"Community of Murcia - Spain",2,3,2016,2020,3
"Computers for Schools Kenya",1,3,2017,2019,3
"Comunità Missionaria di Villaregia per lo Sviluppo",1,3,2016,2018,3
"Conciliation Resources",1,3,2017,2019,3
"Confederación Colombiana de Cámaras de Comercio",1,3,2018,2020,3
"Conflict Prevention and Peace Forum",1,3,2014,2016,3
"Conseil scolaire catholique et francophone du sud de l'Alberta",1,3,2011,2013,3
"Consejo de Redacción",1,3,2017,2019,3
"Conservation International",1,3,2018,2020,3
"Coopérative ""Benkady"" des Femmes Maraîchères de Torodo",1,3,2017,2019,3
"Coopérative des Associations Feminines de Finkolo Ganadougou",1,3,2016,2018,3
"Coopérative des Producteurs Semenciers Seneyiriwaton de Koumantou",1,3,2016,2018,3
"Coopérative des Productrices de Beurre de Karité de la commune rurale de Siby",1,3,2014,2016,3
"Coopérative Kafoyiriwaso",1,3,2016,2018,3
"Cooperative Kanuratubonekure",1,3,2018,2020,3
"Cooperative Kundudutezimbere",1,3,2018,2020,3
"Coopérative Rumuri-Murimigwa",1,3,2017,2019,3
"Coopérative Tubamurikire-Ngozi",1,3,2016,2018,3
"Cooperazione Paesi Emergenti",1,3,2018,2020,3
"Cornell University",1,3,2018,2020,3
"Corporación Región",1,3,2018,2020,3
"County Council in Kalmar - Sweden",1,3,2017,2019,3
"Crystal Association for Women's Development",1,3,2013,2017,3
"D.K. Kim Foundation",1,3,2017,2019,3
"Daw Khin Kyi Foundation",1,3,2018,2020,3
"Den norske Burmakomité",1,3,2018,2020,3
"Department for Business, Energy, and Industrial Strategy - United Kingdom",1,3,2018,2020,3
"Department of Foreign Affairs and Trade - Australia",1,3,2006,2008,3
"Department of Hydrology Meteorology",1,3,2009,2011,3
"Department of Roads",1,3,2005,2007,3
"Development Studies and Research Institute",1,3,2016,2020,3
"Direction nationale de l’eau potable et de l’assainissement",1,3,2018,2020,3
"DLT Solutions",1,3,2018,2020,3
"Donation and Transplantation Institute",1,3,2010,2012,3
"Dorcas Aid International",1,3,2014,2016,3
"Dynasafe",1,3,2018,2020,3
"East-West Management Institute",1,3,2018,2020,3
"Ebonyi State University",1,3,2018,2020,3
"Eduquer Former Les Femmes un Appui au Developpement Region de Kidal",1,3,2013,2016,3
"Eesti Pagulasabi",1,3,2018,2020,3
"Embassy of Canada to Chile",1,3,2016,2018,3
"Embassy of Canada to Colombia",1,3,2016,2018,3
"Embassy of Canada to Timor-Leste",1,3,2016,2018,3
"Embassy of Greece in Beirut",1,3,2008,2013,3
"Embassy of Italy Kampala",1,3,2010,2012,3
"Embassy of Poland in Thailand",1,3,2018,2020,3
"Embassy of Portugal",1,3,2006,2008,3
"Embassy of Spain",1,3,2016,2018,3
"Embassy of Spain in Lebanon",1,3,2016,2018,3
"Embassy of Spain in Sudan",1,3,2016,2018,3
"Embassy of the Czech Republic in Lebanon",1,3,2013,2015,3
"Embassy of the Republic of Poland in Bogota",1,3,2016,2020,3
"Embassy Products & Logistics U.S.A.",1,3,2018,2020,3
"Enab Baladi",1,3,2015,2017,3
"ENDA MALI",1,3,2014,2016,3
"Enlightened Myanmar Research Foundation",1,3,2018,2020,3
"Environment and Climate Change Canada",1,3,2018,2020,3
"Environmental Incentives",1,3,2018,2020,3
"Environmental Movement in the South",1,3,2008,2010,3
"EPATAE",1,3,2016,2018,3
"Equal Access International",1,3,2013,2015,3
"EQualitie",1,3,2017,2019,3
"Equidad de Género, Ciudadanía, Trabajo y Familia, A.C.",1,3,2016,2018,3
"Erudit",1,3,2014,2016,3
"Espoir-Vie",1,3,2013,2017,3
"Esri",3,2,2017,2020,3
"Ethiopian Public Health Institute",1,3,2018,2020,3
"European Bank for Reconstruction and Development",1,3,2018,2020,3
"Euskal Herriko Nekazarien Elkartasuna",1,3,2018,2020,3
"Facilité Africaine de l'eau",1,3,2016,2018,3
"Fairtrade Finland",1,3,2018,2020,3
"Family Planning Australia",1,3,2006,2008,3
"Federación De Migrantes De La Union Europea En Andalucia",1,3,2018,2020,3
"Federal Ministry for the Environment, Nature Conservation, Nuclear Safety, and Consumer Protection - Germany",1,3,2016,2018,3
"Federal Ministry of the Interior - Austria",1,3,2010,2015,3
"Federal State of Baden-Württemberg - Germany",1,3,2016,2018,3
"Federatie van Somalische Associaties in Nederland",1,3,2015,2017,3
"Fédération vaudoise de coopération",1,3,2018,2020,3
"Federazione Organismi Cristiani Servizio Internazionale Volontario",1,3,2016,2018,3
"Fibres du Mali SARL",1,3,2018,2020,3
"Folke Bernadotte Academy - Sweden",2,3,2007,2016,3
"Fondasyon Limye Lavi",1,3,2018,2020,3
"Fondation Communautaire Haïtienne- ESPWA",1,3,2017,2020,3
"Fondazione Cesar",1,3,2018,2020,3
"Fondazione CESVI",1,3,2013,2015,3
"Fonds de Garantie pour le Secteur Privé du Mali",1,3,2018,2020,3
"Fonds Ingrid Renard",1,3,2011,2013,3
"Food for the Poor",1,3,2017,2020,3
"Foreningen Haugesund Rotifunk",1,3,2008,2010,3
"Forest Resources Studies and Action Team",1,3,2009,2011,3
"Forum de la Societe Civile de l'Afrique de l'Ouest de Cote d'Ivoire",1,3,2013,2017,3
"Forum for African Women Educationalists",1,3,2018,2020,3
"Foundation for Democracy and Accountable Governance",1,3,2015,2018,3
"Foundation for Solidarity and Peace 'Serafin Aliaga'",1,3,2007,2009,3
"Foundation for the Promotion of Human Development and Health – PRO.SA",1,3,2018,2020,3
"Frères de l'instruction chrétienne de Ploërmel",1,3,2018,2020,3
"Friedrich Ebert Stiftung",1,3,2018,2020,3
"Friends for Justice",1,3,2015,2017,3
"Fundación Casa de las Estrategias",1,3,2018,2020,3
"Fundación CODESPA",1,3,2018,2020,3
"Fundación de Solidaridad Amaranta",2,3,2018,2020,3
"Fundación Desarrollo y Paz",1,3,2018,2020,3
"Fundación La Valmuza",1,3,2018,2020,3
"Fundación Natura",1,3,2017,2019,3
"Fundación Real Madrid",1,3,2008,2011,3
"Gender Equality Network",1,3,2018,2020,3
"Gezira Young People Agribusiness Trust Co.Ltd",1,3,2018,2020,3
"Global Financial Integrity",1,3,2018,2020,3
"Gobernación de Nariño",1,3,2017,2019,3
"Government of Kazakhstan",3,3,2013,2016,3
"Government of Azerbaijan",2,3,2017,2020,3
"Granja Productiva ASOGUAJARO",1,3,2018,2020,3
"Grassroots Relief & Development Agency",1,3,2013,2017,3
"Green Farmers Microfinance Savings and Credit Cooperative Society Limited",1,3,2018,2020,3
"Greenhost",1,3,2014,2016,3
"GRID-Arendal",1,3,2011,2013,3
"Groupe Energies Renouvelables, Environnement et Solidarités",1,3,2018,2020,3
"Grupo Asociativo Agropecuario El Progreso Ciudadela de Bomboná",1,3,2014,2016,3
"Grupo Empresarial Oikos",1,3,2017,2019,3
"Gruppo di Volontariato San Prospero",1,3,2016,2018,3
"Gum Enterprises Co. Ltd",1,3,2016,2018,3
"Gurtong Trust Peace & Media Project",1,3,2012,2018,3
"Haiti Development Institute",1,3,2018,2020,3
"Hamad Bin Khalifa University College of Science and Engineering",3,1,2020,2020,3
"Harvard University",3,2,2018,2019,3
"Health Through Walls",1,3,2018,2020,3
"Heart Doctors",1,3,2006,2008,3
"Heinrich Böll Foundation",1,3,2014,2016,3
"Hellenic Aid - Greece",1,3,2007,2009,3
"Help Leads to Hope Foundation",1,3,2014,2016,3
"Higher Council for Environment and Natural Resources",1,3,2016,2018,3
"Himilo Foundation",1,3,2014,2016,3
"HK Logistics",1,3,2006,2008,3
"Hogar De Cristo",1,3,2007,2010,3
"Horn Youth Development Association",1,3,2015,2017,3
"Human Call Association",1,3,2017,2019,3
"Hungarian Interchurch Aid",3,1,2020,2020,3
"I.CO.P. S.p.A.",1,3,2018,2020,3
"IAMANEH Suisse",1,3,2018,2020,3
"ICCO - Interchurch Organization for Development Cooperation",1,3,2018,2020,3
"ICRC MoveAbility",1,3,2017,2019,3
"IDIAA South Sudan",1,3,2011,2013,3
"Ihsan Relief and Development",1,3,2016,2018,3
"Illawarra Technology Corporation Limited",1,3,2005,2007,3
"Illes Solidàries amb el Sud",1,3,2018,2020,3
"Improve Your Society Organization",1,3,2017,2019,3
"Impunity Watch",1,3,2018,2020,3
"Incheon Metropolitan City Office of Education - South Korea",1,3,2016,2018,3
"Indiana University",1,3,2016,2018,3
"IndyAct",1,3,2010,2012,3
"Iniciativas de Cooperación Internacional para el Desarrollo",1,3,2016,2018,3
"Initiative Prospective Agricole et Rurale",1,3,2012,2014,3
"Institut de Sciences de Technologies et des Etudes Avancées d'Haiti",1,3,2018,2020,3
"Institut du Fédéralisme",1,3,2018,2020,3
"Institut international d'Ingenierie de l'Eau et de l'Environnement",1,3,2018,2020,3
"Institute for Research on Innovation and Services for Development",1,3,2016,2018,3
"Institute of International Education",2,3,2012,2020,3
"Instituto Nacional de Salud",1,3,2018,2020,3
"Instituto Veredas",1,3,2018,2020,3
"Integra, LLC",1,3,2018,2020,3
"Intelligent Decisions, Inc.",2,2,2017,2019,3
"International Aid Services",1,3,2008,2010,3
"International Center for Journalists",1,3,2010,2012,3
"International Center for Religion and Diplomacy",2,2,2019,2020,3
"International Commission for Human Development",1,3,2015,2017,3
"International Criminal Court",2,3,2005,2019,3
"International Development & Relief Foundation",1,3,2008,2010,3
"International Executive Service Corps",1,3,2018,2020,3
"International Health Resources Corp",1,3,2016,2018,3
"International Humanitarian Relief",1,3,2016,2018,3
"International Institute of Rural Reconstruction",1,3,2018,2020,3
"International Institute on Race, Equality, and Human Rights",1,3,2018,2020,3
"International Petroleum Associates Norway AS",2,3,2009,2011,3
"International Records Management Trust",1,3,2010,2012,3
"Interserve",1,3,2007,2009,3
"Investmend Fund for Developing Countries - Denmark",1,3,2018,2020,3
"IPA DUMMY",1,3,2005,2007,3
"Irrawaddy",1,3,2016,2018,3
"Isha Development Committee",1,3,2013,2015,3
"Istituto Oikos",1,3,2018,2020,3
"Italian Consulate General of Benghazi",1,3,2011,2013,3
"Italian Society for International Organizations",2,2,2015,2016,3
"Iteka Kuri Bose",1,3,2013,2015,3
"Jaime Arteaga y Asociados",1,3,2018,2020,3
"JBS International",2,3,2017,2019,3
"Jeunesse pour la Culture et le Développement Humain RUCITEME-Culture",1,3,2010,2012,3
"Jordan Red Crescent Society",1,3,2016,2018,3
"Jouzour Loubnan",1,3,2017,2019,3
"Justice Leaders Foundation",1,3,2018,2020,3
"Kansas State University",1,3,2016,2018,3
"Kariba",1,3,2014,2016,3
"Kenana Sugar Company Ltd",1,3,2015,2019,3
"Kfarmatta",1,3,2018,2020,3
"Kofi Annan Foundation",1,3,2017,2019,3
"Kolye East Development Association",1,3,2017,2019,3
"Komyuniti",1,3,2005,2007,3
"Kongelige Veterinær- og Landbohøjskole",1,3,2005,2007,3
"Korerikawa Cooperative",1,3,2018,2020,3
"Kouraj Pou Pwoteje Dwa Moun",1,3,2018,2020,3
"Kuru-ko Wate Self-Help",1,3,2017,2019,3
"L'Associazione Amici del Senatore Giovanni Spagnolli e Roberto Bazzoni OdV",1,3,2014,2016,3
"l’Association des Ecoles à programme Belge à l’Etranger",1,3,2018,2020,3
"Land O'Lakes Venture37",1,3,2018,2020,3
"Le Centre Parlementaire",1,3,2017,2019,3
"Lebanese Institute for Democracy and Human Rights",1,3,2014,2016,3
"Lebanese League for Women in Business",1,3,2018,2020,3
"Liban Jazz",1,3,2010,2012,3
"Libyan Center for Freedom of Press",1,3,2016,2018,3
"Life & Peace Institute",1,3,2008,2010,3
"Live To Give",1,3,2017,2019,3
"Local organiztions",1,3,2014,2016,3
"Lomma Maskinteknik AB",1,3,2017,2019,3
"LULOMEDIA SAS",1,3,2014,2016,3
"MADRE",1,3,2018,2020,3
"Magyar Máltai Szeretetszolgálat",2,2,2019,2020,3
"Mallorca Amiga",2,2,2019,2020,3
"Mangalla Women Development Association",1,3,2017,2019,3
"MARCH",1,3,2015,2017,3
"Marib University Students Forum",1,3,2017,2019,3
"Max Planck Institute for International Peace and Rule of Law",1,3,2007,2009,3
"McMaster University",1,3,2018,2020,3
"Media for Business Development Foundation",1,3,2011,2013,3
"Media Foundation for Peace and Development",1,3,2011,2013,3
"Medici dell'Alto Adige per il Terzo Mondo",1,3,2012,2014,3
"Mekong Institute",1,3,2017,2019,3
"Mental Scenes Production",1,3,2009,2011,3
"Mibanco",1,3,2018,2020,3
"Ministére de l'Economie et des Finances",1,3,2006,2020,3
"Ministère de l'Environnement",1,3,2018,2020,3
"Ministère de l'intérieur et des Collectivités Territoriales",1,3,2018,2020,3
"Ministère de la Promotion de la Femme de l'Enfant et de la Famille",1,3,2013,2018,3
"Ministere des Maliens de l'Exterior et de l'integration Africaine",1,3,2017,2019,3
"Ministère du Commerce et de l'Industrie",1,3,2018,2020,3
"Ministério da Educação Nacional e Ensino Superior",1,3,2013,2020,3
"Ministerio de Cultura de Colombia",1,3,2018,2020,3
"Ministerio de Educación Nacional",1,3,2018,2020,3
"Ministerio de Salud y Protección Social",1,3,2018,2020,3
"Ministry of Agriculture - Hungary",1,3,2015,2019,3
"Ministry of Agriculture and Food Security (South Sudan)",1,3,2007,2009,3
"Ministry of Agriculture, Forestry and Fisheries - Japan",2,3,2007,2020,3
"Ministry of Civil Service and Administrative Reform",1,3,2017,2019,3
"Ministry of Climate and Environment - Norway",1,3,2017,2019,3
"Ministry of Foreign Affairs and Expatriates",2,3,2015,2017,3
"Ministry of Foreign Affairs and Trade - Hungary",1,3,2017,2020,3
"Ministry of Health and Care Services - Norway",1,3,2018,2020,3
"Ministry of Health and Public Hygiene - Burkina Faso",1,3,2018,2020,3
"Ministry of Higher Education and Scientific Research - Sudan",1,3,2017,2019,3
"Ministry of Housing and Urban Planning",1,3,2017,2019,3
"Ministry of Public Works - Kuwait",1,3,2011,2013,3
"Ministry of Science and Higher Education",1,3,2017,2019,3
"Ministry of the Displaced",1,3,2010,2012,3
"Ministry of Transport and Roads",1,3,2012,2014,3
"Món-3",1,3,2015,2020,3
"Moviired",1,3,2018,2020,3
"Movimento Sviluppo e Pace",1,3,2017,2019,3
"MSI Australia",1,3,2006,2008,3
"Mundukide Fundazioa",1,3,2018,2020,3
"Municipality of Milan - Italy",1,3,2018,2020,3
"Myanmar Institute for Integrated Development",1,3,2018,2020,3
"Myanmar Institute of Gender Studies",1,3,2018,2020,3
"Näringslivets Internationella Råd",1,3,2018,2020,3
"National Audubon Society",1,3,2018,2020,3
"National Center for State Courts",1,3,2010,2015,3
"National Commission to Investigate Alleged Violations to Human Rights",1,3,2018,2020,3
"National Council of Churches in Australia",1,3,2006,2008,3
"National Democratic Institute for International Affairs",1,3,2006,2008,3
"National Forestry Authority - Uganda",1,3,2012,2014,3
"National IT Industry Promotion Agency - South Korea",1,3,2017,2019,3
"National Zoonoses and Food Hygiene Research Centre",1,3,2007,2009,3
"Ndayiziga Foundation Burundi Association Twiyungunganye",1,3,2012,2016,3
"Nepal Leprosy Trust",1,3,2007,2009,3
"New Eden Charity Foundation",1,3,2018,2020,3
"Norconsult",2,2,2007,2008,3
"Nordic Africa Institute",1,3,2014,2016,3
"Nordic Consulting Group",2,3,2008,2011,3
"Norske Sjokoladefabrikkers Forening",1,3,2010,2012,3
"Norwegian Centre for International Cooperation in Education",1,3,2005,2007,3
"Norwegian Development Group",1,3,2018,2020,3
"Novasphere",1,3,2018,2020,3
"Nuovi Orizzonti per l'Africa",1,3,2016,2018,3
"Oberlin College",1,3,2016,2018,3
"Office of the Commissioner for Federal Judicial Affairs  - Canada",1,3,2005,2007,3
"Office of the Special Representative of the Secretary-General on Sexual Violence in Conflict",2,2,2019,2020,3
"Office of the United Nations Special Coordinator for the Middle East Process",1,3,2017,2019,3
"ONGD-FNEL",1,3,2007,2010,3
"Organic Cooking Oil Company Ltd",1,3,2018,2020,3
"Organisation Pour Developpement Parques Oranger De Leogane",1,3,2018,2020,3
"Organizzazione per Rispetto d.le Umanità in Amicizia e Mutuo aiuto",1,3,2018,2020,3
"Ostbelgien - Belgium",1,3,2013,2016,3
"Oxfam-Wereldwinkels",1,3,2011,2013,3
"Oxfam Solidarité",1,3,2011,2013,3
"P.Solenergi & VVS Service AB",1,3,2017,2019,3
"Palestinagrupperna",1,3,2006,2008,3
"PARI",1,3,2017,2019,3
"Parroquia Jesús Obrero",1,3,2016,2018,3
"PAX",1,3,2018,2020,3
"Peace Direct",1,3,2017,2019,3
"Peacebuilding Fund",1,3,2014,2016,3
"Pembroke College",1,3,2018,2020,3
"Pestalozzi Children’s Foundation",1,3,2018,2020,3
"Plan International Denmark",1,3,2018,2020,3
"Plan International Italia",2,2,2019,2020,3
"Plataforma Unitària contra les Violències de Gènere",1,3,2017,2020,3
"Polish Humanitarian Action",3,2,2019,2020,3
"Political Parties of Finland for Democracy – Demo Finland",1,3,2018,2020,3
"Presidência da Timor-Leste",1,3,2007,2011,3
"Presidency of the Council of Ministers",1,3,2013,2015,3
"President of the Council of Ministers - Italy",2,2,2010,2011,3
"Privacy International",1,3,2010,2012,3
"ProAgria",1,3,2008,2010,3
"Program Support Unit of Mali - Canada",1,3,2011,2013,3
"Programme National de Prise en Charge Médicale des personnes Vivant avec le VIH",1,3,2011,2013,3
"Propaís",1,3,2018,2020,3
"Province of New Brunswick - School District 3 - Canada",1,3,2011,2013,3
"Public & International Law and Policy Group",1,3,2012,2014,3
"Publish What You Pay Coalition",1,3,2012,2020,3
"Pure Earth",1,3,2018,2020,3
"Radio Daljir",1,3,2017,2019,3
"Ramz Development Foundation",1,3,2017,2019,3
"Raphael International",1,3,2016,2018,3
"RCN Justice et Démocratie",1,3,2010,2012,3
"Red de Programas de Desarrollo y Paz",1,3,2015,2017,3
"Red Maya Cimujer",1,3,2016,2018,3
"Refugee Care Centres - Spain",3,1,2016,2016,3
"Région de Mopti",1,3,2013,2015,3
"Region of Umbria - Italy",1,3,2011,2013,3
"Regional Agency for the Right to Higher Education in Emilia Romagna - Italy",1,3,2018,2020,3
"Reledev Australia Ltd",1,3,2006,2008,3
"Research Institute for Development - France",1,3,2018,2020,3
"Réseau d'Action ouest-africain sur les armes légères et d'armes légères en Afrique-Côte d'Ivoire",1,3,2013,2016,3
"Réseau d'Encadrement des Groupes et Associations pour le Renforcement de la Démocratie",1,3,2015,2017,3
"Réseau National de Défense de Droits Humains",1,3,2017,2019,3
"Resonate! Yemen",1,3,2017,2019,3
"Rights & Democracy",1,3,2009,2011,3
"Rode Kruis-Vlaanderen",1,3,2005,2007,3
"Roskilde Universitet",1,3,2012,2014,3
"Saber Hospitals",1,3,2016,2019,3
"Sahan",1,3,2014,2019,3
"Sahara and Sahel Observatory",2,2,2018,2019,3
"Sahel Eco",1,3,2015,2017,3
"Salute e Sviluppo",1,3,2018,2020,3
"Sana'a Center for Strategic Studies",1,3,2018,2020,3
"Saudi Development and Reconstruction Program for Yemen",1,3,2018,2020,3
"Scancem International",1,3,2006,2008,3
"Scuola Normale Superiore di Pisa",1,3,2018,2020,3
"Secretaria de Estado do Ambiente",1,3,2016,2018,3
"SEDF",1,3,2018,2020,3
"Sempli",1,3,2018,2020,3
"SenterNovem - Netherlands",1,3,2007,2009,3
"Service de Coopération au Développement",1,3,2011,2013,3
"Service de l'admission et du recrutement - Université de Montreal",1,3,2018,2020,3
"Sex og Samfund",1,3,2018,2020,3
"Seyaj Organization for Childhood Protection",1,3,2014,2016,3
"Sightsavers International",2,3,2013,2017,3
"SíPaz",1,3,2017,2020,3
"Smithsonian Institution",1,3,2016,2018,3
"Social Center for Militating Illegal Earning",1,3,2013,2018,3
"Société Coopérative ""Binkola"" des Productrices de Mil-Sorgho de Wacoro",1,3,2016,2018,3
"Société Coopérative des Maraîchers de Pomorododiou",1,3,2015,2017,3
"Société coopérative des producteurs de semences de Sikuraso de l'Office du riz de Dioro",1,3,2017,2019,3
"Society for Democratic Initiatives, Sierra Leone",1,3,2010,2013,3
"Solid Waste Association of North America",1,3,2018,2020,3
"Somali Center for Women Empowerment",1,3,2017,2019,3
"Somali Youth Volunteers for Development Association",1,3,2015,2017,3
"Somalia Trust Fund",1,3,2015,2017,3
"SONNE-International",1,3,2017,2019,3
"SOS-Barnebyer",1,3,2008,2010,3
"Southern Sudan Forest Government",1,3,2008,2010,3
"Speranza per la Vita",1,3,2014,2016,3
"Strategic Initiative for Women in in the Horn of Africa",1,3,2018,2020,3
"Sudan People's Liberation Movement",1,3,2007,2010,3
"Sudan Social Development Organizaiton",1,3,2007,2009,3
"Sudan Vision and Rehabilitation Association",1,3,2007,2009,3
"Sudanese Human Rights Initiative",1,3,2018,2020,3
"Sudanese Journalists’ Union",1,3,2017,2019,3
"Sunbird Bioenergy Sierra Leone Limited",1,3,2014,2016,3
"Suntiva",2,2,2017,2018,3
"Sveriges lantbruksuniversitet",1,3,2018,2020,3
"Sveriges Lantbruksuniversitet",1,3,2015,2017,3
"Swedish Association for Sexuality Education",1,3,2011,2013,3
"Swiss Federal Laboratories for Materials Testing and Research",1,3,2018,2020,3
"Syria Bright Future",1,3,2015,2017,3
